,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
254,0 days 01:33:16.094000,RUS,63,0 days 00:01:29.648000,23.0,2.0,,,18.042,38.375,33.231,0 days 01:32:04.547000,0 days 01:32:42.922000,0 days 01:33:16.153000,286.0,304.0,211.0,311.0,False,HARD,9.0,True,Mercedes,0 days 01:31:46.446000,2025-12-07 13:36:53.509,1,6.0,False,,False,True,89.648,89.648
255,0 days 01:34:45.683000,RUS,63,0 days 00:01:29.589000,24.0,2.0,,,18.043,38.395,33.151,0 days 01:33:34.196000,0 days 01:34:12.591000,0 days 01:34:45.742000,287.0,306.0,211.0,310.0,False,HARD,10.0,True,Mercedes,0 days 01:33:16.094000,2025-12-07 13:38:23.157,1,6.0,False,,False,True,89.589,89.589
256,0 days 01:36:15.003000,RUS,63,0 days 00:01:29.320000,25.0,2.0,,,17.886,38.312,33.122,0 days 01:35:03.628000,0 days 01:35:41.940000,0 days 01:36:15.062000,289.0,306.0,211.0,311.0,False,HARD,11.0,True,Mercedes,0 days 01:34:45.683000,2025-12-07 13:39:52.746,1,6.0,False,,False,True,89.32,89.32
257,0 days 01:37:44.434000,RUS,63,0 days 00:01:29.431000,26.0,2.0,,,17.912,38.45,33.069,0 days 01:36:32.974000,0 days 01:37:11.424000,0 days 01:37:44.493000,287.0,306.0,212.0,314.0,False,HARD,12.0,True,Mercedes,0 days 01:36:15.003000,2025-12-07 13:41:22.066,1,6.0,False,,False,True,89.431,89.43100000000001
258,0 days 01:39:14.116000,RUS,63,0 days 00:01:29.682000,27.0,2.0,,,17.904,38.4,33.378,0 days 01:38:02.397000,0 days 01:38:40.797000,0 days 01:39:14.175000,288.0,306.0,213.0,312.0,False,HARD,13.0,True,Mercedes,0 days 01:37:44.434000,2025-12-07 13:42:51.497,1,6.0,False,,False,True,89.682,89.682
259,0 days 01:40:43.866000,RUS,63,0 days 00:01:29.750000,28.0,2.0,,,17.906,37.849,33.995,0 days 01:39:32.081000,0 days 01:40:09.930000,0 days 01:40:43.925000,290.0,324.0,211.0,327.0,False,HARD,14.0,True,Mercedes,0 days 01:39:14.116000,2025-12-07 13:44:21.179,1,6.0,False,,False,True,89.75,89.75
260,0 days 01:42:12.684000,RUS,63,0 days 00:01:28.818000,29.0,2.0,,,17.902,37.93,32.986,0 days 01:41:01.827000,0 days 01:41:39.757000,0 days 01:42:12.743000,291.0,320.0,213.0,325.0,False,HARD,15.0,True,Mercedes,0 days 01:40:43.866000,2025-12-07 13:45:50.929,1,5.0,False,,False,True,88.818,88.818
261,0 days 01:43:41.694000,RUS,63,0 days 00:01:29.010000,30.0,2.0,,,17.769,38.386,32.855,0 days 01:42:30.512000,0 days 01:43:08.898000,0 days 01:43:41.753000,288.0,298.0,212.0,305.0,False,HARD,16.0,True,Mercedes,0 days 01:42:12.684000,2025-12-07 13:47:19.747,1,5.0,False,,False,True,89.01,89.00999999999999
262,0 days 01:45:10.838000,RUS,63,0 days 00:01:29.144000,31.0,2.0,,,17.776,38.38,32.988,0 days 01:43:59.529000,0 days 01:44:37.909000,0 days 01:45:10.897000,289.0,300.0,213.0,306.0,False,HARD,17.0,True,Mercedes,0 days 01:43:41.694000,2025-12-07 13:48:48.757,1,5.0,False,,False,True,89.144,89.144
263,0 days 01:46:40.004000,RUS,63,0 days 00:01:29.166000,32.0,2.0,,,17.764,38.336,33.066,0 days 01:45:28.661000,0 days 01:46:06.997000,0 days 01:46:40.063000,288.0,304.0,214.0,311.0,False,HARD,18.0,True,Mercedes,0 days 01:45:10.838000,2025-12-07 13:50:17.901,1,5.0,False,,False,True,89.166,89.166
264,0 days 01:48:09.702000,RUS,63,0 days 00:01:29.698000,33.0,2.0,,,17.837,38.77,33.091,0 days 01:46:57.900000,0 days 01:47:36.670000,0 days 01:48:09.761000,,304.0,213.0,311.0,False,HARD,19.0,True,Mercedes,0 days 01:46:40.004000,2025-12-07 13:51:47.067,1,5.0,False,,False,True,89.698,89.69800000000001
265,0 days 01:49:39.187000,RUS,63,0 days 00:01:29.485000,34.0,2.0,,,17.848,38.601,33.036,0 days 01:48:27.609000,0 days 01:49:06.210000,0 days 01:49:39.246000,289.0,302.0,212.0,310.0,False,HARD,20.0,True,Mercedes,0 days 01:48:09.702000,2025-12-07 13:53:16.765,1,5.0,False,,False,True,89.485,89.485
266,0 days 01:51:08.592000,RUS,63,0 days 00:01:29.405000,35.0,2.0,,,17.902,38.533,32.97,0 days 01:49:57.148000,0 days 01:50:35.681000,0 days 01:51:08.651000,,303.0,213.0,310.0,False,HARD,21.0,True,Mercedes,0 days 01:49:39.187000,2025-12-07 13:54:46.250,1,5.0,False,,False,True,89.405,89.405
267,0 days 01:52:37.969000,RUS,63,0 days 00:01:29.377000,36.0,2.0,,,17.768,38.585,33.024,0 days 01:51:26.419000,0 days 01:52:05.004000,0 days 01:52:38.028000,,303.0,211.0,311.0,False,HARD,22.0,True,Mercedes,0 days 01:51:08.592000,2025-12-07 13:56:15.655,1,5.0,False,,False,True,89.377,89.37700000000001
268,0 days 01:54:07.317000,RUS,63,0 days 00:01:29.348000,37.0,2.0,,,17.811,38.486,33.051,0 days 01:52:55.839000,0 days 01:53:34.325000,0 days 01:54:07.376000,290.0,303.0,214.0,309.0,False,HARD,23.0,True,Mercedes,0 days 01:52:37.969000,2025-12-07 13:57:45.032,1,5.0,False,,False,True,89.348,89.348
269,0 days 01:55:36.381000,RUS,63,0 days 00:01:29.064000,38.0,2.0,,,17.765,38.447,32.852,0 days 01:54:25.141000,0 days 01:55:03.588000,0 days 01:55:36.440000,289.0,302.0,215.0,310.0,False,HARD,24.0,True,Mercedes,0 days 01:54:07.317000,2025-12-07 13:59:14.380,1,5.0,False,,False,True,89.064,89.064
270,0 days 01:57:05.538000,RUS,63,0 days 00:01:29.157000,39.0,2.0,,,17.761,38.362,33.034,0 days 01:55:54.201000,0 days 01:56:32.563000,0 days 01:57:05.597000,290.0,304.0,213.0,311.0,False,HARD,25.0,True,Mercedes,0 days 01:55:36.381000,2025-12-07 14:00:43.444,1,5.0,False,,False,True,89.157,89.15700000000001
271,0 days 01:58:34.816000,RUS,63,0 days 00:01:29.278000,40.0,2.0,,,17.824,38.497,32.957,0 days 01:57:23.421000,0 days 01:58:01.918000,0 days 01:58:34.875000,289.0,304.0,213.0,310.0,False,HARD,26.0,True,Mercedes,0 days 01:57:05.538000,2025-12-07 14:02:12.601,1,4.0,False,,False,True,89.278,89.27799999999999
272,0 days 02:00:04.116000,RUS,63,0 days 00:01:29.300000,41.0,2.0,,,17.742,38.52,33.038,0 days 01:58:52.617000,0 days 01:59:31.137000,0 days 02:00:04.175000,291.0,305.0,213.0,309.0,False,HARD,27.0,True,Mercedes,0 days 01:58:34.816000,2025-12-07 14:03:41.879,1,4.0,False,,False,True,89.3,89.3
273,0 days 02:01:34.097000,RUS,63,0 days 00:01:29.981000,42.0,2.0,,,17.768,38.523,33.69,0 days 02:00:21.943000,0 days 02:01:00.466000,0 days 02:01:34.156000,,314.0,212.0,309.0,False,HARD,28.0,True,Mercedes,0 days 02:00:04.116000,2025-12-07 14:05:11.179,1,5.0,False,,False,True,89.981,89.981
274,0 days 02:03:03.554000,RUS,63,0 days 00:01:29.457000,43.0,2.0,,,17.784,38.555,33.118,0 days 02:01:51.940000,0 days 02:02:30.495000,0 days 02:03:03.613000,293.0,305.0,213.0,313.0,False,HARD,29.0,True,Mercedes,0 days 02:01:34.097000,2025-12-07 14:06:41.160,1,5.0,False,,False,True,89.457,89.457
275,0 days 02:04:32.372000,RUS,63,0 days 00:01:28.818000,44.0,2.0,,,17.701,38.267,32.85,0 days 02:03:21.314000,0 days 02:03:59.581000,0 days 02:04:32.431000,,304.0,213.0,313.0,False,HARD,30.0,True,Mercedes,0 days 02:03:03.554000,2025-12-07 14:08:10.617,1,5.0,False,,False,True,88.818,88.81800000000001
276,0 days 02:06:01.504000,RUS,63,0 days 00:01:29.132000,45.0,2.0,,,17.737,38.429,32.966,0 days 02:04:50.168000,0 days 02:05:28.597000,0 days 02:06:01.563000,291.0,300.0,213.0,309.0,False,HARD,31.0,True,Mercedes,0 days 02:04:32.372000,2025-12-07 14:09:39.435,1,5.0,False,,False,True,89.132,89.132
277,0 days 02:07:30.448000,RUS,63,0 days 00:01:28.944000,46.0,2.0,,,17.711,38.387,32.846,0 days 02:06:19.274000,0 days 02:06:57.661000,0 days 02:07:30.507000,,303.0,212.0,312.0,False,HARD,32.0,True,Mercedes,0 days 02:06:01.504000,2025-12-07 14:11:08.567,1,5.0,False,,False,True,88.944,88.94399999999999
278,0 days 02:08:59.510000,RUS,63,0 days 00:01:29.062000,47.0,2.0,,,17.735,38.37,32.957,0 days 02:07:48.242000,0 days 02:08:26.612000,0 days 02:08:59.569000,,304.0,213.0,312.0,False,HARD,33.0,True,Mercedes,0 days 02:07:30.448000,2025-12-07 14:12:37.511,1,5.0,False,,False,True,89.062,89.062
279,0 days 02:10:28.432000,RUS,63,0 days 00:01:28.922000,48.0,2.0,,,17.745,38.402,32.775,0 days 02:09:17.314000,0 days 02:09:55.716000,0 days 02:10:28.491000,292.0,304.0,214.0,312.0,False,HARD,34.0,True,Mercedes,0 days 02:08:59.510000,2025-12-07 14:14:06.573,1,5.0,False,,False,True,88.922,88.922
280,0 days 02:11:57.205000,RUS,63,0 days 00:01:28.773000,49.0,2.0,,,17.751,38.288,32.734,0 days 02:10:46.242000,0 days 02:11:24.530000,0 days 02:11:57.264000,,303.0,214.0,312.0,False,HARD,35.0,True,Mercedes,0 days 02:10:28.432000,2025-12-07 14:15:35.495,1,5.0,False,,False,True,88.773,88.773
281,0 days 02:13:26.293000,RUS,63,0 days 00:01:29.088000,50.0,2.0,,,17.688,38.353,33.047,0 days 02:12:14.952000,0 days 02:12:53.305000,0 days 02:13:26.352000,291.0,304.0,213.0,311.0,False,HARD,36.0,True,Mercedes,0 days 02:11:57.205000,2025-12-07 14:17:04.268,1,5.0,False,,False,True,89.088,89.088
282,0 days 02:14:55.082000,RUS,63,0 days 00:01:28.789000,51.0,2.0,,,17.738,38.28,32.771,0 days 02:13:44.090000,0 days 02:14:22.370000,0 days 02:14:55.141000,,304.0,215.0,312.0,False,HARD,37.0,True,Mercedes,0 days 02:13:26.293000,2025-12-07 14:18:33.356,1,5.0,False,,False,True,88.789,88.789
283,0 days 02:16:24.123000,RUS,63,0 days 00:01:29.041000,52.0,2.0,,,17.628,38.424,32.989,0 days 02:15:12.769000,0 days 02:15:51.193000,0 days 02:16:24.182000,293.0,303.0,215.0,312.0,False,HARD,38.0,True,Mercedes,0 days 02:14:55.082000,2025-12-07 14:20:02.145,1,5.0,False,,False,True,89.041,89.041
284,0 days 02:17:52.954000,RUS,63,0 days 00:01:28.831000,53.0,2.0,,,17.668,38.336,32.827,0 days 02:16:41.850000,0 days 02:17:20.186000,0 days 02:17:53.013000,291.0,304.0,214.0,311.0,False,HARD,39.0,True,Mercedes,0 days 02:16:24.123000,2025-12-07 14:21:31.186,1,5.0,False,,False,True,88.831,88.83099999999999
285,0 days 02:19:21.655000,RUS,63,0 days 00:01:28.701000,54.0,2.0,,,17.685,38.343,32.673,0 days 02:18:10.698000,0 days 02:18:49.041000,0 days 02:19:21.714000,,304.0,213.0,312.0,False,HARD,40.0,True,Mercedes,0 days 02:17:52.954000,2025-12-07 14:23:00.017,1,5.0,False,,False,True,88.701,88.70100000000001
286,0 days 02:20:50.479000,RUS,63,0 days 00:01:28.824000,55.0,2.0,,,17.642,38.366,32.816,0 days 02:19:39.356000,0 days 02:20:17.722000,0 days 02:20:50.538000,292.0,304.0,214.0,310.0,False,HARD,41.0,True,Mercedes,0 days 02:19:21.655000,2025-12-07 14:24:28.718,1,5.0,False,,False,True,88.824,88.824
287,0 days 02:22:19.314000,RUS,63,0 days 00:01:28.835000,56.0,2.0,,,17.726,38.315,32.794,0 days 02:21:08.264000,0 days 02:21:46.579000,0 days 02:22:19.373000,291.0,304.0,214.0,312.0,False,HARD,42.0,True,Mercedes,0 days 02:20:50.479000,2025-12-07 14:25:57.542,1,5.0,False,,False,True,88.835,88.835
288,0 days 02:23:47.913000,RUS,63,0 days 00:01:28.599000,57.0,2.0,,,17.616,38.18,32.803,0 days 02:22:36.989000,0 days 02:23:15.169000,0 days 02:23:47.972000,292.0,305.0,213.0,313.0,True,HARD,43.0,True,Mercedes,0 days 02:22:19.314000,2025-12-07 14:27:26.377,1,5.0,False,,False,True,88.599,88.59899999999999
289,0 days 02:25:16.766000,RUS,63,0 days 00:01:28.853000,58.0,2.0,,,17.603,38.229,33.021,0 days 02:24:05.575000,0 days 02:24:43.804000,0 days 02:25:16.825000,294.0,298.0,215.0,312.0,False,HARD,44.0,True,Mercedes,0 days 02:23:47.913000,2025-12-07 14:28:54.976,1,5.0,False,,False,True,88.853,88.85300000000001
290,0 days 00:59:55.714000,ALO,14,0 days 00:01:34.980000,1.0,1.0,,,,38.662,34.166,,0 days 00:59:21.714000,0 days 00:59:55.904000,285.0,302.0,213.0,300.0,False,MEDIUM,2.0,False,Aston Martin,0 days 00:58:20.522000,2025-12-07 13:03:27.585,1,5.0,False,,False,False,94.98,
291,0 days 01:01:26.110000,ALO,14,0 days 00:01:30.396000,2.0,1.0,,,18.165,38.183,34.048,0 days 01:00:13.977000,0 days 01:00:52.160000,0 days 01:01:26.208000,286.0,304.0,214.0,314.0,True,MEDIUM,3.0,False,Aston Martin,0 days 00:59:55.714000,2025-12-07 13:05:02.777,1,5.0,False,,False,True,90.396,90.396
292,0 days 01:02:56.169000,ALO,14,0 days 00:01:30.059000,3.0,1.0,,,18.215,38.157,33.687,0 days 01:01:44.423000,0 days 01:02:22.580000,0 days 01:02:56.267000,,310.0,214.0,314.0,True,MEDIUM,4.0,False,Aston Martin,0 days 01:01:26.110000,2025-12-07 13:06:33.173,1,5.0,False,,False,True,90.059,90.059
293,0 days 01:04:27.065000,ALO,14,0 days 00:01:30.896000,4.0,1.0,,,18.248,38.745,33.903,0 days 01:03:14.515000,0 days 01:03:53.260000,0 days 01:04:27.163000,283.0,295.0,213.0,295.0,False,MEDIUM,5.0,False,Aston Martin,0 days 01:02:56.169000,2025-12-07 13:08:03.232,1,6.0,False,,False,True,90.896,90.89599999999999
294,0 days 01:05:57.261000,ALO,14,0 days 00:01:30.196000,5.0,1.0,,,17.924,38.463,33.809,0 days 01:04:45.087000,0 days 01:05:23.550000,0 days 01:05:57.359000,286.0,302.0,210.0,309.0,False,MEDIUM,6.0,False,Aston Martin,0 days 01:04:27.065000,2025-12-07 13:09:34.128,1,6.0,False,,False,True,90.196,90.196
295,0 days 01:07:27.673000,ALO,14,0 days 00:01:30.412000,6.0,1.0,,,18.06,38.682,33.67,0 days 01:06:15.419000,0 days 01:06:54.101000,0 days 01:07:27.771000,,291.0,212.0,293.0,False,MEDIUM,7.0,False,Aston Martin,0 days 01:05:57.261000,2025-12-07 13:11:04.324,1,6.0,False,,False,True,90.412,90.412
296,0 days 01:08:57.992000,ALO,14,0 days 00:01:30.319000,7.0,1.0,,,17.94,38.776,33.603,0 days 01:07:45.711000,0 days 01:08:24.487000,0 days 01:08:58.090000,285.0,293.0,212.0,300.0,False,MEDIUM,8.0,False,Aston Martin,0 days 01:07:27.673000,2025-12-07 13:12:34.736,1,6.0,False,,False,True,90.319,90.31900000000002
297,0 days 01:10:28.091000,ALO,14,0 days 00:01:30.099000,8.0,1.0,,,17.995,38.749,33.355,0 days 01:09:16.085000,0 days 01:09:54.834000,0 days 01:10:28.189000,,293.0,210.0,299.0,False,MEDIUM,9.0,False,Aston Martin,0 days 01:08:57.992000,2025-12-07 13:14:05.055,1,6.0,False,,False,True,90.099,90.09899999999999
298,0 days 01:11:58.102000,ALO,14,0 days 00:01:30.011000,9.0,1.0,,,18.05,38.779,33.182,0 days 01:10:46.239000,0 days 01:11:25.018000,0 days 01:11:58.200000,,293.0,211.0,301.0,True,MEDIUM,10.0,False,Aston Martin,0 days 01:10:28.091000,2025-12-07 13:15:35.154,1,6.0,False,,False,True,90.011,90.01100000000001
299,0 days 01:13:28.127000,ALO,14,0 days 00:01:30.025000,10.0,1.0,,,18.135,38.796,33.094,0 days 01:12:16.335000,0 days 01:12:55.131000,0 days 01:13:28.225000,,292.0,210.0,298.0,False,MEDIUM,11.0,False,Aston Martin,0 days 01:11:58.102000,2025-12-07 13:17:05.165,1,6.0,False,,False,True,90.025,90.025
300,0 days 01:14:57.927000,ALO,14,0 days 00:01:29.800000,11.0,1.0,,,18.123,38.664,33.013,0 days 01:13:46.348000,0 days 01:14:25.012000,0 days 01:14:58.025000,,292.0,210.0,302.0,True,MEDIUM,12.0,False,Aston Martin,0 days 01:13:28.127000,2025-12-07 13:18:35.190,1,6.0,False,,False,True,89.8,89.80000000000001
301,0 days 01:16:27.896000,ALO,14,0 days 00:01:29.969000,12.0,1.0,,,18.103,38.776,33.09,0 days 01:15:16.128000,0 days 01:15:54.904000,0 days 01:16:27.994000,286.0,294.0,207.0,302.0,False,MEDIUM,13.0,False,Aston Martin,0 days 01:14:57.927000,2025-12-07 13:20:04.990,1,6.0,False,,False,True,89.969,89.96900000000001
302,0 days 01:17:57.864000,ALO,14,0 days 00:01:29.968000,13.0,1.0,,,17.979,38.828,33.161,0 days 01:16:45.973000,0 days 01:17:24.801000,0 days 01:17:57.962000,,293.0,211.0,302.0,False,MEDIUM,14.0,False,Aston Martin,0 days 01:16:27.896000,2025-12-07 13:21:34.959,1,6.0,False,,False,True,89.968,89.968
303,0 days 01:19:28.131000,ALO,14,0 days 00:01:30.267000,14.0,1.0,,,18.125,38.989,33.153,0 days 01:18:16.087000,0 days 01:18:55.076000,0 days 01:19:28.229000,,292.0,211.0,299.0,False,MEDIUM,15.0,False,Aston Martin,0 days 01:17:57.864000,2025-12-07 13:23:04.927,1,5.0,False,,False,True,90.267,90.267
304,0 days 01:20:57.967000,ALO,14,0 days 00:01:29.836000,15.0,1.0,,,18.045,38.885,32.906,0 days 01:19:46.274000,0 days 01:20:25.159000,0 days 01:20:58.065000,,301.0,210.0,298.0,False,MEDIUM,16.0,False,Aston Martin,0 days 01:19:28.131000,2025-12-07 13:24:35.194,1,5.0,False,,False,True,89.836,89.836
305,0 days 01:22:29.895000,ALO,14,0 days 00:01:31.928000,16.0,1.0,,0 days 01:22:28.853000,17.936,38.897,35.095,0 days 01:21:16.001000,0 days 01:21:54.898000,0 days 01:22:29.993000,287.0,289.0,,299.0,False,MEDIUM,17.0,False,Aston Martin,0 days 01:20:57.967000,2025-12-07 13:26:05.030,1,5.0,False,,False,False,91.928,91.928
306,0 days 01:24:21.143000,ALO,14,0 days 00:01:51.248000,17.0,2.0,0 days 01:22:52.211000,,39.371,38.614,33.263,0 days 01:23:09.364000,0 days 01:23:47.978000,0 days 01:24:21.241000,286.0,312.0,214.0,315.0,False,HARD,2.0,False,Aston Martin,0 days 01:22:29.895000,2025-12-07 13:27:36.958,1,14.0,False,,False,False,111.248,111.24799999999999
307,0 days 01:25:51.136000,ALO,14,0 days 00:01:29.993000,18.0,2.0,,,17.992,38.51,33.491,0 days 01:24:39.233000,0 days 01:25:17.743000,0 days 01:25:51.234000,285.0,292.0,216.0,299.0,False,HARD,3.0,False,Aston Martin,0 days 01:24:21.143000,2025-12-07 13:29:28.206,1,14.0,False,,False,True,89.993,89.993
308,0 days 01:27:21.248000,ALO,14,0 days 00:01:30.112000,19.0,2.0,,,18.145,38.566,33.401,0 days 01:26:09.379000,0 days 01:26:47.945000,0 days 01:27:21.346000,283.0,293.0,214.0,301.0,False,HARD,4.0,False,Aston Martin,0 days 01:25:51.136000,2025-12-07 13:30:58.199,1,13.0,False,,False,True,90.112,90.112
309,0 days 01:28:51.355000,ALO,14,0 days 00:01:30.107000,20.0,2.0,,,18.077,38.582,33.448,0 days 01:27:39.423000,0 days 01:28:18.005000,0 days 01:28:51.453000,286.0,298.0,214.0,303.0,False,HARD,5.0,False,Aston Martin,0 days 01:27:21.248000,2025-12-07 13:32:28.311,1,12.0,False,,False,True,90.107,90.107
310,0 days 01:30:21.386000,ALO,14,0 days 00:01:30.031000,21.0,2.0,,,18.093,38.451,33.487,0 days 01:29:09.546000,0 days 01:29:47.997000,0 days 01:30:21.484000,288.0,302.0,214.0,309.0,False,HARD,6.0,False,Aston Martin,0 days 01:28:51.355000,2025-12-07 13:33:58.418,1,11.0,False,,False,True,90.031,90.031
311,0 days 01:31:51.707000,ALO,14,0 days 00:01:30.321000,22.0,2.0,,,18.278,38.151,33.892,0 days 01:30:39.762000,0 days 01:31:17.913000,0 days 01:31:51.805000,,310.0,215.0,320.0,False,HARD,7.0,False,Aston Martin,0 days 01:30:21.386000,2025-12-07 13:35:28.449,1,11.0,False,,False,True,90.321,90.321
312,0 days 01:33:21.127000,ALO,14,0 days 00:01:29.420000,23.0,2.0,,,18.012,37.816,33.592,0 days 01:32:09.817000,0 days 01:32:47.633000,0 days 01:33:21.225000,292.0,329.0,215.0,341.0,True,HARD,8.0,False,Aston Martin,0 days 01:31:51.707000,2025-12-07 13:36:58.770,1,10.0,False,,False,True,89.42,89.42
313,0 days 01:34:51.930000,ALO,14,0 days 00:01:30.803000,24.0,2.0,,,18.242,38.662,33.899,0 days 01:33:39.467000,0 days 01:34:18.129000,0 days 01:34:52.028000,289.0,304.0,214.0,312.0,False,HARD,9.0,False,Aston Martin,0 days 01:33:21.127000,2025-12-07 13:38:28.190,1,10.0,False,,False,True,90.803,90.803
314,0 days 01:36:22.190000,ALO,14,0 days 00:01:30.260000,25.0,2.0,,,17.934,38.109,34.217,0 days 01:35:09.962000,0 days 01:35:48.071000,0 days 01:36:22.288000,293.0,289.0,213.0,321.0,False,HARD,10.0,False,Aston Martin,0 days 01:34:51.930000,2025-12-07 13:39:58.993,1,10.0,False,,False,True,90.26,90.26
315,0 days 01:37:52.014000,ALO,14,0 days 00:01:29.824000,26.0,2.0,,,17.861,38.395,33.568,0 days 01:36:40.149000,0 days 01:37:18.544000,0 days 01:37:52.112000,292.0,299.0,212.0,325.0,False,HARD,11.0,False,Aston Martin,0 days 01:36:22.190000,2025-12-07 13:41:29.253,1,10.0,False,,False,True,89.824,89.824
316,0 days 01:39:21.764000,ALO,14,0 days 00:01:29.750000,27.0,2.0,,,17.856,38.244,33.65,0 days 01:38:09.968000,0 days 01:38:48.212000,0 days 01:39:21.862000,290.0,307.0,213.0,324.0,False,HARD,12.0,False,Aston Martin,0 days 01:37:52.014000,2025-12-07 13:42:59.077,1,9.0,False,,False,True,89.75,89.75
317,0 days 01:40:52.297000,ALO,14,0 days 00:01:30.533000,28.0,2.0,,,18.115,39.022,33.396,0 days 01:39:39.977000,0 days 01:40:18.999000,0 days 01:40:52.395000,286.0,295.0,213.0,294.0,False,HARD,13.0,False,Aston Martin,0 days 01:39:21.764000,2025-12-07 13:44:28.827,1,9.0,False,,False,True,90.533,90.533
318,0 days 01:42:22.694000,ALO,14,0 days 00:01:30.397000,29.0,2.0,,,18.242,38.799,33.356,0 days 01:41:10.637000,0 days 01:41:49.436000,0 days 01:42:22.792000,284.0,299.0,213.0,303.0,False,HARD,14.0,False,Aston Martin,0 days 01:40:52.297000,2025-12-07 13:45:59.360,1,9.0,False,,False,True,90.397,90.39699999999999
319,0 days 01:43:53.104000,ALO,14,0 days 00:01:30.410000,30.0,2.0,,,18.232,38.837,33.341,0 days 01:42:41.024000,0 days 01:43:19.861000,0 days 01:43:53.202000,286.0,297.0,212.0,304.0,False,HARD,15.0,False,Aston Martin,0 days 01:42:22.694000,2025-12-07 13:47:29.757,1,9.0,False,,False,True,90.41,90.41
320,0 days 01:45:22.812000,ALO,14,0 days 00:01:29.708000,31.0,2.0,,,17.881,38.597,33.23,0 days 01:44:11.083000,0 days 01:44:49.680000,0 days 01:45:22.910000,288.0,295.0,214.0,301.0,False,HARD,16.0,False,Aston Martin,0 days 01:43:53.104000,2025-12-07 13:49:00.167,1,9.0,False,,False,True,89.708,89.708
321,0 days 01:46:52.860000,ALO,14,0 days 00:01:30.048000,32.0,2.0,,,18.135,38.696,33.217,0 days 01:45:41.045000,0 days 01:46:19.741000,0 days 01:46:52.958000,285.0,292.0,214.0,299.0,False,HARD,17.0,False,Aston Martin,0 days 01:45:22.812000,2025-12-07 13:50:29.875,1,8.0,False,,False,True,90.048,90.048
322,0 days 01:48:22.842000,ALO,14,0 days 00:01:29.982000,33.0,2.0,,,17.932,38.751,33.299,0 days 01:47:10.890000,0 days 01:47:49.641000,0 days 01:48:22.940000,287.0,294.0,213.0,303.0,False,HARD,18.0,False,Aston Martin,0 days 01:46:52.860000,2025-12-07 13:51:59.923,1,7.0,False,,False,True,89.982,89.982
323,0 days 01:49:52.593000,ALO,14,0 days 00:01:29.751000,34.0,2.0,,,18.04,38.657,33.054,0 days 01:48:40.980000,0 days 01:49:19.637000,0 days 01:49:52.691000,,296.0,215.0,300.0,False,HARD,19.0,False,Aston Martin,0 days 01:48:22.842000,2025-12-07 13:53:29.905,1,7.0,False,,False,True,89.751,89.751
324,0 days 01:51:22.357000,ALO,14,0 days 00:01:29.764000,35.0,2.0,,,18.038,38.573,33.153,0 days 01:50:10.729000,0 days 01:50:49.302000,0 days 01:51:22.455000,,295.0,215.0,302.0,False,HARD,20.0,False,Aston Martin,0 days 01:49:52.593000,2025-12-07 13:54:59.656,1,7.0,False,,False,True,89.764,89.76400000000001
325,0 days 01:52:52.176000,ALO,14,0 days 00:01:29.819000,36.0,2.0,,,17.993,38.625,33.201,0 days 01:51:40.448000,0 days 01:52:19.073000,0 days 01:52:52.274000,288.0,292.0,216.0,298.0,False,HARD,21.0,False,Aston Martin,0 days 01:51:22.357000,2025-12-07 13:56:29.420,1,7.0,False,,False,True,89.819,89.81899999999999
326,0 days 01:54:22.476000,ALO,14,0 days 00:01:30.300000,37.0,2.0,,,17.949,38.77,33.581,0 days 01:53:10.223000,0 days 01:53:48.993000,0 days 01:54:22.574000,,290.0,216.0,297.0,False,HARD,22.0,False,Aston Martin,0 days 01:52:52.176000,2025-12-07 13:57:59.239,1,7.0,False,,False,True,90.3,90.30000000000001
327,0 days 01:55:52.988000,ALO,14,0 days 00:01:30.512000,38.0,2.0,,,18.135,38.525,33.852,0 days 01:54:40.709000,0 days 01:55:19.234000,0 days 01:55:53.086000,285.0,283.0,215.0,302.0,False,HARD,23.0,False,Aston Martin,0 days 01:54:22.476000,2025-12-07 13:59:29.539,1,7.0,False,,False,True,90.512,90.512
328,0 days 01:57:23.089000,ALO,14,0 days 00:01:30.101000,39.0,2.0,,,17.844,38.477,33.78,0 days 01:56:10.930000,0 days 01:56:49.407000,0 days 01:57:23.187000,292.0,290.0,216.0,304.0,False,HARD,24.0,False,Aston Martin,0 days 01:55:52.988000,2025-12-07 14:01:00.051,1,7.0,False,,False,True,90.101,90.101
329,0 days 01:58:53.073000,ALO,14,0 days 00:01:29.984000,40.0,2.0,,,17.746,38.538,33.7,0 days 01:57:40.933000,0 days 01:58:19.471000,0 days 01:58:53.171000,289.0,292.0,217.0,296.0,False,HARD,25.0,False,Aston Martin,0 days 01:57:23.089000,2025-12-07 14:02:30.152,1,7.0,False,,False,True,89.984,89.984
