,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
330,0 days 02:00:22.600000,ALO,14,0 days 00:01:29.527000,41.0,2.0,,,17.905,38.443,33.179,0 days 01:59:11.076000,0 days 01:59:49.519000,0 days 02:00:22.698000,288.0,292.0,216.0,303.0,False,HARD,26.0,False,Aston Martin,0 days 01:58:53.073000,2025-12-07 14:04:00.136,1,7.0,False,,False,True,89.527,89.527
331,0 days 02:01:51.548000,ALO,14,0 days 00:01:28.948000,42.0,2.0,,,17.769,38.507,32.672,0 days 02:00:40.467000,0 days 02:01:18.974000,0 days 02:01:51.646000,289.0,297.0,216.0,304.0,True,HARD,27.0,False,Aston Martin,0 days 02:00:22.600000,2025-12-07 14:05:29.663,1,7.0,False,,False,True,88.948,88.948
332,0 days 02:03:21.186000,ALO,14,0 days 00:01:29.638000,43.0,2.0,,,17.815,38.737,33.086,0 days 02:02:09.461000,0 days 02:02:48.198000,0 days 02:03:21.284000,,293.0,215.0,300.0,False,HARD,28.0,False,Aston Martin,0 days 02:01:51.548000,2025-12-07 14:06:58.611,1,6.0,False,,False,True,89.638,89.638
333,0 days 02:04:50.316000,ALO,14,0 days 00:01:29.130000,44.0,2.0,,,17.635,38.598,32.897,0 days 02:03:38.919000,0 days 02:04:17.517000,0 days 02:04:50.414000,290.0,290.0,214.0,301.0,False,HARD,29.0,False,Aston Martin,0 days 02:03:21.186000,2025-12-07 14:08:28.249,1,6.0,False,,False,True,89.13,89.13
334,0 days 02:06:19.671000,ALO,14,0 days 00:01:29.355000,45.0,2.0,,,17.792,38.646,32.917,0 days 02:05:08.206000,0 days 02:05:46.852000,0 days 02:06:19.769000,287.0,294.0,216.0,301.0,False,HARD,30.0,False,Aston Martin,0 days 02:04:50.316000,2025-12-07 14:09:57.379,1,6.0,False,,False,True,89.355,89.355
335,0 days 02:07:48.906000,ALO,14,0 days 00:01:29.235000,46.0,2.0,,,17.768,38.59,32.877,0 days 02:06:37.537000,0 days 02:07:16.127000,0 days 02:07:49.004000,282.0,295.0,216.0,299.0,False,HARD,31.0,False,Aston Martin,0 days 02:06:19.671000,2025-12-07 14:11:26.734,1,6.0,False,,False,True,89.235,89.23500000000001
336,0 days 02:09:18.026000,ALO,14,0 days 00:01:29.120000,47.0,2.0,,,17.682,38.431,33.007,0 days 02:08:06.686000,0 days 02:08:45.117000,0 days 02:09:18.124000,289.0,294.0,217.0,304.0,False,HARD,32.0,False,Aston Martin,0 days 02:07:48.906000,2025-12-07 14:12:55.969,1,6.0,False,,False,True,89.12,89.12
337,0 days 02:10:47.472000,ALO,14,0 days 00:01:29.446000,48.0,2.0,,,17.65,38.666,33.13,0 days 02:09:35.774000,0 days 02:10:14.440000,0 days 02:10:47.570000,285.0,292.0,217.0,300.0,False,HARD,33.0,False,Aston Martin,0 days 02:09:18.026000,2025-12-07 14:14:25.089,1,6.0,False,,False,True,89.446,89.446
338,0 days 02:12:16.792000,ALO,14,0 days 00:01:29.320000,49.0,2.0,,,17.783,38.701,32.836,0 days 02:11:05.353000,0 days 02:11:44.054000,0 days 02:12:16.890000,286.0,288.0,216.0,300.0,False,HARD,34.0,False,Aston Martin,0 days 02:10:47.472000,2025-12-07 14:15:54.535,1,6.0,False,,False,True,89.32,89.32
339,0 days 02:13:45.798000,ALO,14,0 days 00:01:29.006000,50.0,2.0,,,17.839,38.594,32.573,0 days 02:12:34.729000,0 days 02:13:13.323000,0 days 02:13:45.896000,285.0,295.0,216.0,301.0,False,HARD,35.0,False,Aston Martin,0 days 02:12:16.792000,2025-12-07 14:17:23.855,1,6.0,False,,False,True,89.006,89.006
340,0 days 02:15:14.312000,ALO,14,0 days 00:01:28.514000,51.0,2.0,,,17.524,38.673,32.317,0 days 02:14:03.420000,0 days 02:14:42.093000,0 days 02:15:14.410000,289.0,294.0,216.0,299.0,True,HARD,36.0,False,Aston Martin,0 days 02:13:45.798000,2025-12-07 14:18:52.861,1,6.0,False,,False,True,88.514,88.51400000000001
341,0 days 02:16:43.397000,ALO,14,0 days 00:01:29.085000,52.0,2.0,,,17.904,38.713,32.468,0 days 02:15:32.314000,0 days 02:16:11.027000,0 days 02:16:43.495000,288.0,297.0,215.0,302.0,False,HARD,37.0,False,Aston Martin,0 days 02:15:14.312000,2025-12-07 14:20:21.375,1,6.0,False,,False,True,89.085,89.08500000000001
342,0 days 02:18:11.954000,ALO,14,0 days 00:01:28.557000,53.0,2.0,,,17.703,38.595,32.259,0 days 02:17:01.198000,0 days 02:17:39.793000,0 days 02:18:12.052000,290.0,291.0,215.0,300.0,False,HARD,38.0,False,Aston Martin,0 days 02:16:43.397000,2025-12-07 14:21:50.460,1,6.0,False,,False,True,88.557,88.557
343,0 days 02:19:40.233000,ALO,14,0 days 00:01:28.279000,54.0,2.0,,,17.611,38.419,32.249,0 days 02:18:29.663000,0 days 02:19:08.082000,0 days 02:19:40.331000,291.0,292.0,215.0,299.0,True,HARD,39.0,False,Aston Martin,0 days 02:18:11.954000,2025-12-07 14:23:19.017,1,6.0,False,,False,True,88.279,88.279
344,0 days 02:21:08.626000,ALO,14,0 days 00:01:28.393000,55.0,2.0,,,17.683,38.377,32.333,0 days 02:19:58.014000,0 days 02:20:36.391000,0 days 02:21:08.724000,290.0,294.0,213.0,300.0,False,HARD,40.0,False,Aston Martin,0 days 02:19:40.233000,2025-12-07 14:24:47.296,1,6.0,False,,False,True,88.393,88.393
345,0 days 02:22:37.403000,ALO,14,0 days 00:01:28.777000,56.0,2.0,,,17.616,38.715,32.446,0 days 02:21:26.340000,0 days 02:22:05.055000,0 days 02:22:37.501000,292.0,291.0,214.0,299.0,False,HARD,41.0,False,Aston Martin,0 days 02:21:08.626000,2025-12-07 14:26:15.689,1,6.0,False,,False,True,88.777,88.777
346,0 days 02:24:06.519000,ALO,14,0 days 00:01:29.116000,57.0,2.0,,,17.831,38.903,32.382,0 days 02:22:55.332000,0 days 02:23:34.235000,0 days 02:24:06.617000,287.0,293.0,215.0,273.0,False,HARD,42.0,False,Aston Martin,0 days 02:22:37.403000,2025-12-07 14:27:44.466,1,6.0,False,,False,True,89.116,89.11599999999999
347,0 days 02:25:35.765000,ALO,14,0 days 00:01:29.246000,58.0,2.0,,,17.985,38.894,32.367,0 days 02:24:24.602000,0 days 02:25:03.496000,0 days 02:25:35.863000,,303.0,213.0,290.0,False,HARD,43.0,False,Aston Martin,0 days 02:24:06.519000,2025-12-07 14:29:13.582,1,6.0,False,,False,True,89.246,89.246
348,0 days 00:59:57.804000,OCO,31,0 days 00:01:37.070000,1.0,1.0,,,,39.668,34.309,,0 days 00:59:23.789000,0 days 00:59:58.022000,289.0,306.0,212.0,306.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 00:58:20.522000,2025-12-07 13:03:27.585,1,9.0,False,,False,False,97.07,
349,0 days 01:01:28.308000,OCO,31,0 days 00:01:30.504000,2.0,1.0,,,18.317,38.134,34.053,0 days 01:00:16.179000,0 days 01:00:54.313000,0 days 01:01:28.366000,284.0,313.0,212.0,322.0,True,MEDIUM,2.0,True,Haas F1 Team,0 days 00:59:57.804000,2025-12-07 13:05:04.867,1,9.0,False,,False,True,90.504,90.50399999999999
350,0 days 01:02:58.614000,OCO,31,0 days 00:01:30.306000,3.0,1.0,,,18.307,38.157,33.842,0 days 01:01:46.673000,0 days 01:02:24.830000,0 days 01:02:58.672000,288.0,306.0,211.0,320.0,True,MEDIUM,3.0,True,Haas F1 Team,0 days 01:01:28.308000,2025-12-07 13:06:35.371,1,9.0,False,,False,True,90.306,90.306
351,0 days 01:04:29.114000,OCO,31,0 days 00:01:30.500000,4.0,1.0,,,18.351,38.213,33.936,0 days 01:03:17.023000,0 days 01:03:55.236000,0 days 01:04:29.172000,284.0,306.0,210.0,315.0,False,MEDIUM,4.0,True,Haas F1 Team,0 days 01:02:58.614000,2025-12-07 13:08:05.677,1,9.0,False,,False,True,90.5,90.5
352,0 days 01:05:59.277000,OCO,31,0 days 00:01:30.163000,5.0,1.0,,,18.288,38.119,33.756,0 days 01:04:47.460000,0 days 01:05:25.579000,0 days 01:05:59.335000,283.0,304.0,209.0,318.0,True,MEDIUM,5.0,True,Haas F1 Team,0 days 01:04:29.114000,2025-12-07 13:09:36.177,1,9.0,False,,False,True,90.163,90.163
353,0 days 01:07:29.764000,OCO,31,0 days 00:01:30.487000,6.0,1.0,,,18.369,38.212,33.906,0 days 01:06:17.704000,0 days 01:06:55.916000,0 days 01:07:29.822000,284.0,312.0,210.0,317.0,False,MEDIUM,6.0,True,Haas F1 Team,0 days 01:05:59.277000,2025-12-07 13:11:06.340,1,9.0,False,,False,True,90.487,90.487
354,0 days 01:09:00.159000,OCO,31,0 days 00:01:30.395000,7.0,1.0,,,18.259,38.137,33.999,0 days 01:07:48.081000,0 days 01:08:26.218000,0 days 01:09:00.217000,286.0,314.0,211.0,316.0,False,MEDIUM,7.0,True,Haas F1 Team,0 days 01:07:29.764000,2025-12-07 13:12:36.827,1,9.0,False,,False,True,90.395,90.39500000000001
355,0 days 01:10:30.588000,OCO,31,0 days 00:01:30.429000,8.0,1.0,,,18.3,38.168,33.961,0 days 01:09:18.517000,0 days 01:09:56.685000,0 days 01:10:30.646000,284.0,316.0,211.0,318.0,False,MEDIUM,8.0,True,Haas F1 Team,0 days 01:09:00.159000,2025-12-07 13:14:07.222,1,9.0,False,,False,True,90.429,90.429
356,0 days 01:12:00.733000,OCO,31,0 days 00:01:30.145000,9.0,1.0,,,18.215,38.152,33.778,0 days 01:10:48.861000,0 days 01:11:27.013000,0 days 01:12:00.791000,,316.0,210.0,321.0,True,MEDIUM,9.0,True,Haas F1 Team,0 days 01:10:30.588000,2025-12-07 13:15:37.651,1,9.0,False,,False,True,90.145,90.14500000000001
357,0 days 01:13:31.065000,OCO,31,0 days 00:01:30.332000,10.0,1.0,,,18.159,38.294,33.879,0 days 01:12:18.950000,0 days 01:12:57.244000,0 days 01:13:31.123000,288.0,310.0,209.0,327.0,False,MEDIUM,10.0,True,Haas F1 Team,0 days 01:12:00.733000,2025-12-07 13:17:07.796,1,9.0,False,,False,True,90.332,90.332
358,0 days 01:15:01.923000,OCO,31,0 days 00:01:30.858000,11.0,1.0,,,18.244,38.603,34.011,0 days 01:13:49.367000,0 days 01:14:27.970000,0 days 01:15:01.981000,286.0,308.0,210.0,322.0,False,MEDIUM,11.0,True,Haas F1 Team,0 days 01:13:31.065000,2025-12-07 13:18:38.128,1,9.0,False,,False,True,90.858,90.858
359,0 days 01:16:32.709000,OCO,31,0 days 00:01:30.786000,12.0,1.0,,,18.226,38.667,33.893,0 days 01:15:20.207000,0 days 01:15:58.874000,0 days 01:16:32.767000,290.0,304.0,210.0,323.0,False,MEDIUM,12.0,True,Haas F1 Team,0 days 01:15:01.923000,2025-12-07 13:20:08.986,1,9.0,False,,False,True,90.786,90.786
360,0 days 01:18:03.785000,OCO,31,0 days 00:01:31.076000,13.0,1.0,,,18.237,38.598,34.241,0 days 01:16:51.004000,0 days 01:17:29.602000,0 days 01:18:03.843000,283.0,305.0,210.0,320.0,False,MEDIUM,13.0,True,Haas F1 Team,0 days 01:16:32.709000,2025-12-07 13:21:39.772,1,9.0,False,,False,True,91.076,91.076
361,0 days 01:19:34.807000,OCO,31,0 days 00:01:31.022000,14.0,1.0,,,18.181,38.654,34.187,0 days 01:18:22.024000,0 days 01:19:00.678000,0 days 01:19:34.865000,285.0,311.0,210.0,330.0,False,MEDIUM,14.0,True,Haas F1 Team,0 days 01:18:03.785000,2025-12-07 13:23:10.848,1,8.0,False,,False,True,91.022,91.022
362,0 days 01:21:05.053000,OCO,31,0 days 00:01:30.246000,15.0,1.0,,,18.093,38.907,33.246,0 days 01:19:52.958000,0 days 01:20:31.865000,0 days 01:21:05.111000,286.0,294.0,209.0,305.0,False,MEDIUM,15.0,True,Haas F1 Team,0 days 01:19:34.807000,2025-12-07 13:24:41.870,1,7.0,False,,False,True,90.246,90.24600000000001
363,0 days 01:22:35.880000,OCO,31,0 days 00:01:30.827000,16.0,1.0,,,18.121,39.132,33.574,0 days 01:21:23.232000,0 days 01:22:02.364000,0 days 01:22:35.938000,285.0,294.0,208.0,305.0,False,MEDIUM,16.0,True,Haas F1 Team,0 days 01:21:05.053000,2025-12-07 13:26:12.116,1,6.0,False,,False,True,90.827,90.827
364,0 days 01:24:06.830000,OCO,31,0 days 00:01:30.950000,17.0,1.0,,,18.13,39.151,33.669,0 days 01:22:54.068000,0 days 01:23:33.219000,0 days 01:24:06.888000,288.0,297.0,210.0,309.0,False,MEDIUM,17.0,True,Haas F1 Team,0 days 01:22:35.880000,2025-12-07 13:27:42.943,1,3.0,False,,False,True,90.95,90.95
365,0 days 01:25:37.844000,OCO,31,0 days 00:01:31.014000,18.0,1.0,,,18.149,39.145,33.72,0 days 01:24:25.037000,0 days 01:25:04.182000,0 days 01:25:37.902000,285.0,294.0,210.0,305.0,False,MEDIUM,18.0,True,Haas F1 Team,0 days 01:24:06.830000,2025-12-07 13:29:13.893,1,3.0,False,,False,True,91.014,91.01400000000001
366,0 days 01:27:10.904000,OCO,31,0 days 00:01:33.060000,19.0,1.0,,0 days 01:27:09.983000,18.122,38.952,35.986,0 days 01:25:56.024000,0 days 01:26:34.976000,0 days 01:27:10.962000,288.0,302.0,,304.0,False,MEDIUM,19.0,True,Haas F1 Team,0 days 01:25:37.844000,2025-12-07 13:30:44.907,1,4.0,False,,False,False,93.06,93.06
367,0 days 01:29:00.705000,OCO,31,0 days 00:01:49.801000,20.0,2.0,0 days 01:27:32.271000,,38.66,38.557,32.584,0 days 01:27:49.622000,0 days 01:28:28.179000,0 days 01:29:00.763000,285.0,295.0,216.0,305.0,False,HARD,1.0,True,Haas F1 Team,0 days 01:27:10.904000,2025-12-07 13:32:17.967,1,17.0,False,,False,False,109.801,109.801
368,0 days 01:30:29.460000,OCO,31,0 days 00:01:28.755000,21.0,2.0,,,17.937,37.975,32.843,0 days 01:29:18.700000,0 days 01:29:56.675000,0 days 01:30:29.518000,287.0,299.0,215.0,309.0,True,HARD,2.0,True,Haas F1 Team,0 days 01:29:00.705000,2025-12-07 13:34:07.768,1,17.0,False,,False,True,88.755,88.75500000000001
369,0 days 01:31:58.200000,OCO,31,0 days 00:01:28.740000,22.0,2.0,,,17.864,37.93,32.946,0 days 01:30:47.382000,0 days 01:31:25.312000,0 days 01:31:58.258000,288.0,300.0,215.0,311.0,True,HARD,3.0,True,Haas F1 Team,0 days 01:30:29.460000,2025-12-07 13:35:36.523,1,16.0,False,,False,True,88.74,88.74
370,0 days 01:33:27.082000,OCO,31,0 days 00:01:28.882000,23.0,2.0,,,17.787,38.015,33.08,0 days 01:32:16.045000,0 days 01:32:54.060000,0 days 01:33:27.140000,291.0,314.0,214.0,314.0,False,HARD,4.0,True,Haas F1 Team,0 days 01:31:58.200000,2025-12-07 13:37:05.263,1,15.0,False,,False,True,88.882,88.882
371,0 days 01:34:56.103000,OCO,31,0 days 00:01:29.021000,24.0,2.0,,,17.868,37.966,33.187,0 days 01:33:45.008000,0 days 01:34:22.974000,0 days 01:34:56.161000,294.0,309.0,214.0,334.0,False,HARD,5.0,True,Haas F1 Team,0 days 01:33:27.082000,2025-12-07 13:38:34.145,1,14.0,False,,False,True,89.021,89.021
372,0 days 01:36:25.221000,OCO,31,0 days 00:01:29.118000,25.0,2.0,,,17.998,37.998,33.122,0 days 01:35:14.159000,0 days 01:35:52.157000,0 days 01:36:25.279000,289.0,310.0,212.0,338.0,False,HARD,6.0,True,Haas F1 Team,0 days 01:34:56.103000,2025-12-07 13:40:03.166,1,13.0,False,,False,True,89.118,89.118
373,0 days 01:37:54.688000,OCO,31,0 days 00:01:29.467000,26.0,2.0,,,17.953,38.356,33.158,0 days 01:36:43.232000,0 days 01:37:21.588000,0 days 01:37:54.746000,287.0,298.0,212.0,302.0,False,HARD,7.0,True,Haas F1 Team,0 days 01:36:25.221000,2025-12-07 13:41:32.284,1,13.0,False,,False,True,89.467,89.467
374,0 days 01:39:24.376000,OCO,31,0 days 00:01:29.688000,27.0,2.0,,,18.042,37.975,33.671,0 days 01:38:12.788000,0 days 01:38:50.763000,0 days 01:39:24.434000,286.0,316.0,210.0,323.0,False,HARD,8.0,True,Haas F1 Team,0 days 01:37:54.688000,2025-12-07 13:43:01.751,1,13.0,False,,False,True,89.688,89.688
375,0 days 01:40:54.844000,OCO,31,0 days 00:01:30.468000,28.0,2.0,,,18.292,37.924,34.252,0 days 01:39:42.726000,0 days 01:40:20.650000,0 days 01:40:54.902000,288.0,308.0,211.0,317.0,False,HARD,9.0,True,Haas F1 Team,0 days 01:39:24.376000,2025-12-07 13:44:31.439,1,13.0,False,,False,True,90.468,90.468
376,0 days 01:42:25.614000,OCO,31,0 days 00:01:30.770000,29.0,2.0,,,18.05,38.445,34.275,0 days 01:41:12.952000,0 days 01:41:51.397000,0 days 01:42:25.672000,296.0,314.0,212.0,333.0,False,HARD,10.0,True,Haas F1 Team,0 days 01:40:54.844000,2025-12-07 13:46:01.907,1,13.0,False,,False,True,90.77,90.77000000000001
377,0 days 01:43:55.895000,OCO,31,0 days 00:01:30.281000,30.0,2.0,,,18.079,38.004,34.198,0 days 01:42:43.751000,0 days 01:43:21.755000,0 days 01:43:55.953000,289.0,320.0,213.0,321.0,False,HARD,11.0,True,Haas F1 Team,0 days 01:42:25.614000,2025-12-07 13:47:32.677,1,13.0,False,,False,True,90.281,90.281
378,0 days 01:45:26.494000,OCO,31,0 days 00:01:30.599000,31.0,2.0,,,18.26,38.181,34.158,0 days 01:44:14.213000,0 days 01:44:52.394000,0 days 01:45:26.552000,294.0,308.0,214.0,332.0,False,HARD,12.0,True,Haas F1 Team,0 days 01:43:55.895000,2025-12-07 13:49:02.958,1,12.0,False,,False,True,90.599,90.599
379,0 days 01:46:55.629000,OCO,31,0 days 00:01:29.135000,32.0,2.0,,,17.884,37.963,33.288,0 days 01:45:44.436000,0 days 01:46:22.399000,0 days 01:46:55.687000,293.0,298.0,212.0,329.0,False,HARD,13.0,True,Haas F1 Team,0 days 01:45:26.494000,2025-12-07 13:50:33.557,1,10.0,False,,False,True,89.135,89.13499999999999
380,0 days 01:48:25.447000,OCO,31,0 days 00:01:29.818000,33.0,2.0,,,18.188,38.529,33.101,0 days 01:47:13.875000,0 days 01:47:52.404000,0 days 01:48:25.505000,283.0,297.0,212.0,305.0,False,HARD,14.0,True,Haas F1 Team,0 days 01:46:55.629000,2025-12-07 13:52:02.692,1,9.0,False,,False,True,89.818,89.818
381,0 days 01:49:54.795000,OCO,31,0 days 00:01:29.348000,34.0,2.0,,,17.861,38.216,33.271,0 days 01:48:43.366000,0 days 01:49:21.582000,0 days 01:49:54.853000,290.0,302.0,213.0,311.0,False,HARD,15.0,True,Haas F1 Team,0 days 01:48:25.447000,2025-12-07 13:53:32.510,1,9.0,False,,False,True,89.348,89.348
382,0 days 01:51:24.271000,OCO,31,0 days 00:01:29.476000,35.0,2.0,,,17.916,38.25,33.31,0 days 01:50:12.769000,0 days 01:50:51.019000,0 days 01:51:24.329000,289.0,300.0,213.0,312.0,False,HARD,16.0,True,Haas F1 Team,0 days 01:49:54.795000,2025-12-07 13:55:01.858,1,9.0,False,,False,True,89.476,89.476
383,0 days 01:52:53.803000,OCO,31,0 days 00:01:29.532000,36.0,2.0,,,17.882,37.887,33.763,0 days 01:51:42.211000,0 days 01:52:20.098000,0 days 01:52:53.861000,290.0,316.0,212.0,329.0,False,HARD,17.0,True,Haas F1 Team,0 days 01:51:24.271000,2025-12-07 13:56:31.334,1,9.0,False,,False,True,89.532,89.53200000000001
384,0 days 01:54:24.053000,OCO,31,0 days 00:01:30.250000,37.0,2.0,,,17.92,38.031,34.299,0 days 01:53:11.781000,0 days 01:53:49.812000,0 days 01:54:24.111000,291.0,317.0,213.0,331.0,False,HARD,18.0,True,Haas F1 Team,0 days 01:52:53.803000,2025-12-07 13:58:00.866,1,9.0,False,,False,True,90.25,90.25
385,0 days 01:55:53.783000,OCO,31,0 days 00:01:29.730000,38.0,2.0,,,17.794,38.128,33.808,0 days 01:54:41.905000,0 days 01:55:20.033000,0 days 01:55:53.841000,,305.0,214.0,340.0,False,HARD,19.0,True,Haas F1 Team,0 days 01:54:24.053000,2025-12-07 13:59:31.116,1,8.0,False,,False,True,89.73,89.72999999999999
386,0 days 01:57:23.900000,OCO,31,0 days 00:01:30.117000,39.0,2.0,,,17.722,38.175,34.22,0 days 01:56:11.563000,0 days 01:56:49.738000,0 days 01:57:23.958000,290.0,306.0,213.0,321.0,False,HARD,20.0,True,Haas F1 Team,0 days 01:55:53.783000,2025-12-07 14:01:00.846,1,8.0,False,,False,True,90.117,90.11699999999999
387,0 days 01:58:54.009000,OCO,31,0 days 00:01:30.109000,40.0,2.0,,,17.736,38.059,34.314,0 days 01:57:41.694000,0 days 01:58:19.753000,0 days 01:58:54.067000,289.0,309.0,215.0,324.0,False,HARD,21.0,True,Haas F1 Team,0 days 01:57:23.900000,2025-12-07 14:02:30.963,1,8.0,False,,False,True,90.109,90.10900000000001
388,0 days 02:00:23.444000,OCO,31,0 days 00:01:29.435000,41.0,2.0,,,17.698,38.093,33.644,0 days 01:59:11.765000,0 days 01:59:49.858000,0 days 02:00:23.502000,291.0,310.0,215.0,331.0,False,HARD,22.0,True,Haas F1 Team,0 days 01:58:54.009000,2025-12-07 14:04:01.072,1,8.0,False,,False,True,89.435,89.435
389,0 days 02:01:52.688000,OCO,31,0 days 00:01:29.244000,42.0,2.0,,,17.654,38.193,33.397,0 days 02:00:41.156000,0 days 02:01:19.349000,0 days 02:01:52.746000,295.0,311.0,215.0,322.0,False,HARD,23.0,True,Haas F1 Team,0 days 02:00:23.444000,2025-12-07 14:05:30.507,1,8.0,True,TRACK LIMITS AT TURN 1 LAP 44 ,False,True,89.244,89.244
390,0 days 02:03:22.210000,OCO,31,0 days 00:01:29.522000,43.0,2.0,,,17.691,38.393,33.438,0 days 02:02:10.437000,0 days 02:02:48.830000,0 days 02:03:22.268000,287.0,308.0,216.0,303.0,False,HARD,24.0,True,Haas F1 Team,0 days 02:01:52.688000,2025-12-07 14:06:59.751,1,7.0,False,,False,True,89.522,89.522
391,0 days 02:04:51.454000,OCO,31,0 days 00:01:29.244000,44.0,2.0,,,17.686,38.476,33.082,0 days 02:03:39.954000,0 days 02:04:18.430000,0 days 02:04:51.512000,288.0,296.0,215.0,305.0,False,HARD,25.0,True,Haas F1 Team,0 days 02:03:22.210000,2025-12-07 14:08:29.273,1,7.0,True,TRACK LIMITS AT TURN 1 LAP 44 ,False,True,89.244,89.244
392,0 days 02:06:20.614000,OCO,31,0 days 00:01:29.160000,45.0,2.0,,,17.736,38.202,33.222,0 days 02:05:09.248000,0 days 02:05:47.450000,0 days 02:06:20.672000,289.0,308.0,215.0,307.0,False,HARD,26.0,True,Haas F1 Team,0 days 02:04:51.454000,2025-12-07 14:09:58.517,1,7.0,False,,False,True,89.16,89.16
393,0 days 02:07:49.804000,OCO,31,0 days 00:01:29.190000,46.0,2.0,,,17.699,38.11,33.381,0 days 02:06:38.371000,0 days 02:07:16.481000,0 days 02:07:49.862000,295.0,309.0,216.0,323.0,False,HARD,27.0,True,Haas F1 Team,0 days 02:06:20.614000,2025-12-07 14:11:27.677,1,7.0,False,,False,True,89.19,89.19
394,0 days 02:09:18.962000,OCO,31,0 days 00:01:29.158000,47.0,2.0,,,17.639,38.058,33.461,0 days 02:08:07.501000,0 days 02:08:45.559000,0 days 02:09:19.020000,291.0,310.0,216.0,324.0,False,HARD,28.0,True,Haas F1 Team,0 days 02:07:49.804000,2025-12-07 14:12:56.867,1,7.0,False,,False,True,89.158,89.158
395,0 days 02:10:48.623000,OCO,31,0 days 00:01:29.661000,48.0,2.0,,,17.82,38.552,33.289,0 days 02:09:36.840000,0 days 02:10:15.392000,0 days 02:10:48.681000,,299.0,215.0,307.0,False,HARD,29.0,True,Haas F1 Team,0 days 02:09:18.962000,2025-12-07 14:14:26.025,1,7.0,False,,False,True,89.661,89.661
396,0 days 02:12:17.957000,OCO,31,0 days 00:01:29.334000,49.0,2.0,,,17.708,38.25,33.376,0 days 02:11:06.389000,0 days 02:11:44.639000,0 days 02:12:18.015000,293.0,306.0,215.0,309.0,False,HARD,30.0,True,Haas F1 Team,0 days 02:10:48.623000,2025-12-07 14:15:55.686,1,7.0,False,,False,True,89.334,89.334
397,0 days 02:13:46.892000,OCO,31,0 days 00:01:28.935000,50.0,2.0,,,17.656,37.912,33.367,0 days 02:12:35.671000,0 days 02:13:13.583000,0 days 02:13:46.950000,,311.0,217.0,323.0,False,HARD,31.0,True,Haas F1 Team,0 days 02:12:17.957000,2025-12-07 14:17:25.020,1,7.0,False,,False,True,88.935,88.935
398,0 days 02:15:15.887000,OCO,31,0 days 00:01:28.995000,51.0,2.0,,,17.58,38.506,32.909,0 days 02:14:04.530000,0 days 02:14:43.036000,0 days 02:15:15.945000,295.0,296.0,216.0,308.0,False,HARD,32.0,True,Haas F1 Team,0 days 02:13:46.892000,2025-12-07 14:18:53.955,1,7.0,False,,False,True,88.995,88.995
399,0 days 02:16:45.292000,OCO,31,0 days 00:01:29.405000,52.0,2.0,,,17.659,38.669,33.077,0 days 02:15:33.604000,0 days 02:16:12.273000,0 days 02:16:45.350000,289.0,319.0,215.0,315.0,False,HARD,33.0,True,Haas F1 Team,0 days 02:15:15.887000,2025-12-07 14:20:22.950,1,7.0,False,,False,True,89.405,89.405
400,0 days 02:18:14.524000,OCO,31,0 days 00:01:29.232000,53.0,2.0,,,17.765,38.623,32.844,0 days 02:17:03.115000,0 days 02:17:41.738000,0 days 02:18:14.582000,288.0,294.0,215.0,304.0,False,HARD,34.0,True,Haas F1 Team,0 days 02:16:45.292000,2025-12-07 14:21:52.355,1,7.0,False,,False,True,89.232,89.232
401,0 days 02:19:43.186000,OCO,31,0 days 00:01:28.662000,54.0,2.0,,,17.654,38.316,32.692,0 days 02:18:32.236000,0 days 02:19:10.552000,0 days 02:19:43.244000,294.0,299.0,214.0,308.0,True,HARD,35.0,True,Haas F1 Team,0 days 02:18:14.524000,2025-12-07 14:23:21.587,1,7.0,False,,False,True,88.662,88.662
402,0 days 02:21:11.905000,OCO,31,0 days 00:01:28.719000,55.0,2.0,,,17.691,38.301,32.727,0 days 02:20:00.935000,0 days 02:20:39.236000,0 days 02:21:11.963000,292.0,297.0,215.0,307.0,False,HARD,36.0,True,Haas F1 Team,0 days 02:19:43.186000,2025-12-07 14:24:50.249,1,7.0,False,,False,True,88.719,88.719
